ID,REFERENCE,TYPE,NAME,DATE,FLAVOR_TEXT,INSPIRATION,NARRATOR,STORY
018da8b3-9f80-235c-3ce2-9ea0f097c039,ALT_COREKS_B_AX_11_C,Character,"Amelia Earhart",,"""The most effective way to do it, is to do it.""",,,"The alarm blares in the cockpit as red lights blink all around. I cough. The whole ship trembles and creaks as it plunges down toward the sea. Damn, this was supposed to be just a simple reconnaissance mission! Paju is unconscious in his seat, blood running down his face. I struggle to keep my eyes open against the wind rushing through the shattered windshield. He looks deathly pale. I grit my teeth and swear repeatedly. The console is severely damaged, smashed by the Kraken's tentacles. There's nothing more that can be done here. I remove my straps and grab my Construct. I rearrange the artifact to start the sequence I need. Out of the corner of my eye, I see the left engine burning in a plume of smoke. The ground is fast approaching. A jolt shakes the surveillance aerodyne.

I hold on as best I can and successfully make Amelia Earhart appear through the Construct. The aviator sits in the pilot's seat while I unstrap Paju and lay him down on the aircraft's floor. The Eidolon is the only one who can get us out of this. I take off my gloves and open my friend's blood-soaked suit. I press my ear to his chest. Good, he's breathing. With commotion all around, I tie him to the nets and attach myself to the railing. I feel the nose of the aerodyne lifting… I look at Amelia, who has managed to stabilize the ship and is now flying over the Rampart. Good, we're saf… The explosion hurls me against the wall. I feel an excruciating pain at the bottom of my back as I collapse. Everything spins. I'm lifted off the ground. My head bangs against something. White noise. A hurricane."
018da8b3-9f82-0670-7d25-961a41e12978,ALT_COREKS_B_AX_12_C,Character,"Three Little Pigs",,"Together they can build more than just a stone house.",,,"One of them snores loudly at his desk, while another taps a stick on his hoof as if counting the seconds. As for the third, he trots between the ranks of Apprentices, casting furtive glances at the students’ work. There is a studious silence in the classroom as students scribble, draw lines with their rulers, and measure with compasses. The Journeyman who was supposed to be supervising us summoned the Three Little Pig Eidolons to cover for him, and the pigs – well, one of them at least – are taking their jobs seriously. I get back to work on the design of my machine. There are only two hours left to finish, and I won't have much time to waste.

As I start in again on my drawing, I see one of the Eidolons – the most eager of the three – leaning over my assembly diagram. From the corner of my eye, I see him nod approvingly. Is that a sign I'm on the right track? The Three Little Pigs are known within the Axiom as great engineers and project managers. If this one's encouraging me, then… I shake my head, trying to curb my enthusiasm and refocus on my objective. For those who do well in this competition, the reward may be one of a handful of available spots in the Fulcrum, the Guild responsible for developing the technical equipment used by the Expeditionary Corps. The heavy silence in the room is a testimony to the high stakes, as is the intensity in everyone's expressions. I just hope I made the right choice by applying so soon after starting my apprenticeship."
018da8b3-9f85-a6cf-cf1a-d30df958d143,ALT_COREKS_B_AX_13_C,Character,"Ada Lovelace",,"""Imagination is the discovering faculty. It is that which penetrates the unseen worlds around us.""",,,"I look out of the bay window, contemplating Asgartha from the deserted lecture hall. I glance nervously at the blackboards where I pinned the assembly plans I finished the night before. Ada is reviewing them, moving between the different diagrams. Now that I look at them in the light of day, they seem like the product of some feverish dream. Beyond the theory, is it even possible? I've reviewed the plans dozens of times, and nothing seems to challenge the feasibility of it… I watch the Eidolon annotate my diagrams with a marker: ""elegant aesthetics"", ""functional mechanics"", ""circuit needs redesigning""... Ada finally turns to the control module. Next to me, Oddball seems to sense that I have sweaty hands and a thumping heart. This is the innovation that matters the most to me.

I had placed a cryptex similar to the Constructs on the table, lined with the khyalo alphabet. The idea had come to me on a whim. In terms of pure mechanics, creating autonomous robotic units wasn't difficult. The real challenge was the Automata's “brain”. Building on the overall functioning of the Alteration modules, I thought it made perfect sense to use them to create an operating system for the Automata. With such an artifact, they could react to their environment, almost as if they could think for themselves… And of all the Eidolons, Ada Lovelace is the most talented programmer. She's the only one who can help perfect my idea. I watch her activate the module, inserting it into the robotic head that acts as a case. She places a cube, pyramid and sphere in front of the robot, then tells it to look at the cube. The module rearranges in real time, and the head turns to the right object, as asked. Ada smiles, visibly impressed."
018da8b3-9f88-7565-64b0-911999318a0f,ALT_COREKS_B_AX_14_C,Character,Coppélia,,"Because of her artificial nature, she served as a model for the Faction's first Automata prototypes.",,,"Frankenstein leads me back to the furthest reaches of the Athanor, the research and development area of the Foundry. He opens a door and turns on the workshop lights, revealing a slender shape with an ivory sheen. She looks like a porcelain doll with skin riveted with gold and blue interlacing. I approach the two Eidolons. Frankenstein was created with my Construct, but the same can't be said for the one he has called Coppélia. She looks at me with her enamel eyes while I walk around her, my cane clacking on the dusty floor. How does she manage to stay ""alive""? As if she had anticipated my question, she opens a compartment on her chest. Inside beats an expertly crafted mechanical heart that gives off a smell of Mana. Her heart contains Kelon. That's how she can stay anchored in reality…

I turn to Frankenstein and away from the pulsing device. By using this technique, we could stabilize Eidolons in the world for longer, like the Muna manage to do. I shake my head, speechless at all the possibilities this seems to open up. But this only works because Coppélia is a mechanized creature. Other Eidolons couldn't accommodate this technology naturally. I sigh as rationality abruptly intrudes on my fascination. Coppélia closes her compartment and smiles at me, the workshop's lights glinting on her ceramic skin. Though she moves jerkily and clicks like a puppet, she has a certain grace, almost like a ballerina. In different circumstances, I might even have allowed myself a little dance with her… but my legs prevent that kind of thing."
018da8b3-9f8b-84b5-ea06-2004890179d3,ALT_COREKS_B_AX_15_C,Character,"Axiom Scrambler",,"Pushing back the Tumult sometimes prevents other Alterers from materializing their Eidolons. Regrettable, but necessary.",,,"I collapse when I reach the top of the mountain. The Jammer gives me an amused look while she sets up her antenna. She must have arrived a while ago, judging by how far along she is with it. Considering what that climb did to me, I obviously need to do more physical exercise. I take some deep breaths, then take a few swigs of water as I look around. All these landscapes are certainly a change from the Foundry. At this altitude, we're above a sea of clouds, and a few stars are beginning to appear above our heads. Comfortably sitting on a rock, Marmo wags his tail while watching the transmitter. I let out a little grumble. The traitor could have waited for me. After a brief pause, I put down my backpack and take out the rest of the equipment. They could have chosen a summit that was easier to get to. We could have used an aerodyne…

The Jammer grabs the connectors I placed on the ground and starts to hook everything up. Once it's up and running, the antenna will emit special waves at a frequency that's supposed to push back the Tumult – or at least to prevent it from appearing. Although I don't fully understand the science behind this contraption, I remind myself that it'll be useful when we're far from Asgartha. As long as it works, you won't hear me complaining… OK, time to connect it to the Kelon cylinders. Once I've done that, I watch the dish deploy and rotate so it's pointing at the sky. That's a good start. Three more to set up. I turn to the ridge we need to follow and the long journey that awaits us tomorrow. But tonight I'll be sleeping in a bivouac under the stars and eating grilled sausages for dinner."
018da8b3-9f8e-305c-923c-dd26b71a680c,ALT_COREKS_B_AX_16_C,Character,"Foundry Armorer",,"No Brassbug would survive in the Tumult without armor.",,,"Tessalit hammers the armor several times to knock it back into shape. She curses when she sees the state of the cabin, then pulls on the panels to realign them as best she can. Around her, Brassbugs are hard at work all over the fuselage, welding and cutting in a shower of sparks. It's crazy to think she's part of the Fulcrum, the Guild responsible for preparing the vehicles and equipment that the Expeditionary Corps will be using. I can't help but feel a little jealous. But Paju and I have a different ambition. We've decided to become pilots as soon as a position becomes available. The foreman has asked us to spend the whole day helping to repair an airship that has clearly seen better days. I suppose to a certain extent, pilots should know how their vehicles are supposed to function, so I suck it up and get to work.

I use my kelonic bolt-popper to lay the groundwork, removing each rivet so she can access the inside of the vehicle. Axiom Armorers supply the best armor for these ships, and the Ordis Scribes place Glyphs on them to protect them as much as they can from the Tumult, but it doesn't stop them from taking a beating every time they stray too far into the altered lands. Tess slides down the aircraft fuselage to join me, then offers me her flask so I can take a few swigs. Don't have to ask me twice… It somehow reassures me to have talented mechanics like her around. When we're pilots, it will be great to know we can count on them. But it's too soon to be thinking of that, anyway. There's an exam to pass first, and then who knows how many years of training before I can actually fly. "
018da8b3-9f91-e1f7-fe58-63253c9d3e56,ALT_COREKS_B_AX_17_C,Character,"Dr. Frankenstein",,"We sometimes seek companionship in the strangest of life forms.",,,"The Eidolon scrutinizes my expression, looking for the slightest reaction. My first reflex is to laugh, but I manage to suppress it. Something in the tone of his voice stops me. But what he just said is so ridiculous, so insane. Is he aware of that? I examine him in turn. Victor's legs are crossed, and his hands are completely still. He seems totally calm. By using Grafts, a young engineer from the Parallax has supposedly created robots. What did she call them? Automata, that was it. But what Frankenstein is proposing… it's madness. Breathing life into them to make them sentient? Is it even possible? He had implied that by projecting people's memories inside these metal contraptions, they could perhaps be brought to life. Could it be done? Would we even want to do it?

I know full well he's read my file, and that he was referring to Paju when putting forward this idea. What he's offering is quite simply to bring the dead back to life. I limp over to my cabinet and pour myself a glass, swallowing it in one gulp to clear the lump in my throat. By tapping into my memories, I could bring Paju back to life for a while. But once I'm no longer around, no one will remember him well enough to materialize him again. I sigh. It'll soon be six years since I started managing the Graft manufacturing department, and I have the logistical means to help him with his project. I turn to Frankenstein and try to take the measure of him. He smiles. I feel like an old man in the broken body of a young man. He rises and offers me his hand. Is it time to reinvent myself again?"
018da8b3-9f94-f2fc-540f-c6e7f8e8f1c5,ALT_COREKS_B_AX_18_C,Character,Athena,,"""Down from the skies, I come to check your rage.""",,,"Athena appears before us, supported by her mechanical owl. The bird's wings unfold, and she flies off toward the horizon. The squadron leader falls in behind, and we do the same in turn. Paju pushes on the throttle, and I feel the g-forces on my face. The airship takes off, and we join the formation. Athena turns to starboard, and we turn as well, being careful to remain in position. But that doesn't stop Paju from letting out a whoop of joy. I smile too. Far ahead, the Eidolon disappears among some clouds, and we stay in pursuit through the fluffy vapor. I keep an eye on the instruments and gauges while constantly monitoring the radar. Everything is green. Although I didn't pass the final exam to become a pilot because of my eyesight, I still managed to land a job as a navigator. Paju and I have achieved our dream of flying together.

We break through the cloud cover as droplets of condensation stream over the cockpit. In the endless blue, Athena is a point of light sparkling in the sky. When she came to inspect each airship, she looked nothing like the first time I saw her. During the Ordis military parade, she was dressed in military attire with a large crested helmet and an elegant spear. Today, she's dressed like us, in a pilot's uniform. I point out the fuel level to Paju. That's when the squadron leader gives us our orders. As we stall and nosedive, I clench my teeth as the acceleration hits me. Two ships follow us while the three others continue to climb. The aerial combat simulation against Athena can now begin."
018da8b3-9f97-9eba-a5eb-19151ea7b011,ALT_COREKS_B_AX_19_C,Character,Ganesha,,"Knowledge and wisdom must walk side by side.",,,"Despite his imposing size, Ganesha leans delicately over the man, adjusting his magnifier goggles. His hands move with a kind of slow precision, like a goldsmith working on a precious stone. He looks at the Graft, the mechanical prosthesis he has attached to the worker, checking that everything looks right and is working properly. He adjusts a few nuts before standing upright, satisfied, while the worker tests his new mechanical arm. Ganesha smiles upon seeing tears in the eyes of the young man, who had lost his limb in an unfortunate work accident. With his new arm, he can get on with his life, even though he'll need to rebuild it a little… just like I had to. I watch him leave the workshop with his eyes fixed on his brand-new Graft. It will take him many weeks to fully get used to its weight, its new sensations, and even the simple fact that it's there.

I slowly walk toward the Elephant-Eidolon, who seems to size me up with his gaze. It's always hard to know what he's thinking. His trunk wraps around the operation seat and gently moves it aside. Each step is painful, but I've learned to live with it. My cane clacks against the stairs as I climb onto the lifting platform to bring Ganesha the prosthesis for the next patient. Crafting these augmentations has given my life new purpose, and I enjoy helping those in need. This obviously wasn't the goal I had set for myself, but it is what it is. I have to be content with that. The Eidolon extends one of his arms toward me, helping me climb the final steps. I nod to him in thanks as a young woman with tanned skin appears. "
018da8b3-9f9b-f1e8-6f65-c86eea7cdc80,ALT_COREKS_B_AX_20_C,Spell,Hooked,,"Get over here!",,,"Oddball seems to be as excited as me as I press the button. He flits around the Automaton, happy to make a new friend. ""FarFetch"" Mk-1 starts up, jolting as it comes to life. I've been working on this prototype for two years – two years of overtime hours and sleepless nights. I cross my fingers, hoping that the test will be successful. FarFetch extends its massive body in a jerky motion. Even though it's less elegant than ""Ballerina"" Mk-1, which is still sitting in the workshop, its sturdiness makes it an ideal candidate for this test session. I active my Construct and use it to tell the Automaton to move toward the testing area. Relieved, I watch it step forward and get into position. Oddball floats next to it for encouragement. OK, this is the moment of truth.

I rearrange the buttons of my Construct and tell the Automaton to target the empty Kelon cylinder that I've placed at the other end of the test area. FarFetch turns toward it. Good, it identified it on its own. After a few more rotations, I tell it to release its telescopic grapple. My Construct whirs again under my fingers. Grab. Cylinder. Immediately understanding the instructions, it sends out its pincer toward the target… and misses it by an inch or so. I bite my lip. But before I can do anything else, it lifts its other arm and shoots out its second grapple, this time hitting the mark. I do a little jump of joy when I see the line retracting with the kelonic battery in tow. I give the prototype a little hug as Oddball chirps with excitement. The Automaton turns to look at me as if trying to understand why I embraced it."
018da8b3-9f9e-3ab2-7eee-8a70d061807a,ALT_COREKS_B_AX_21_C,Spell,Boom!,,"""Catastrophic failure? I prefer the term 'learning opportunity'.""",,,"I groan as I notice the red light pulsing under the machine's casing and hear the Automaton's shrill complaint. There's no mistaking that noise… it's not just a simple problem. The gauge is going into the red, and the situation is critical. That's the problem with Kelon cylinders: When they reach saturation, they have an annoying tendency to explode at the worst possible time. Cursing under my breath, I wave my arms around wildly, urging everyone to get out of the away as quickly as possible. Anyway, there's nothing more that can be done other than limiting the damage. The alarm suddenly speeds up and turns into a constant whistling. Well, I did what I could. I throw myself into cover, protecting Marmo and covering my head with my arms. It won't be pretty, and my eardrums will be…

The explosion blasts over me as debris showers my face and shoulder… I hear faint thuds as metal chunks fall around me. Whisps of smoke rise from my beard. Damn it, I hadn't planned a trip to the barber. I grumble at the thought of it. Thanks, Sierra, thanks a whole lot. ""It's stable, don't worry. We've done lots of tests. It's ready to be used."" Yeah, right! My ears are ringing. The Automaton was handling everything just fine until we asked it to pull a load that was too large. And now it's nothing more than a pile of scrap metal strewn across the ground. I sigh. Plus, all this needs to be cleaned up now. I stand up and survey the carnage, petting Marmo to stop him from growling. There are scraps of smoking metal everywhere… Next time, Sierra, keep your experiments to yourself."
018da8b3-9fa1-68c1-9e9b-dd85424ac36d,ALT_COREKS_B_AX_22_C,Spell,"Mechanical Training",,"To learn to create, first learn to fix.",,,"I wipe my forehead as I finally release the hydraulic cylinders of my press. The stifling heat of the workshop would leave anyone parched. I grab my canteen and take a few swigs of tepid water to quench my thirst. Near Oddball's charging station, Aberdeen is working hard, her face dripping with sweat. She skillfully tightens the bolts of the last prototype… or what's left of it after last week's explosive disaster. Even though she's young – maybe even younger than I was when I first came to the Foundry – Aby puts in lots of hours without complaining. And judging by my Apprentice's smile when she works, she clearly loves what she does. I can't wait to see her face when she finds out she'll become a Journeyman in a few months, and that this workshop will be hers.

I walk over to her and offer the screwdriver she needs. She takes it without looking and adjusts the angle of rotation of one or two gears. I give her a few instructions and offer a few tips. She nods, eager to learn more. For some time now, we've barely needed to talk. We understand each other like a well-oiled machine. Aby starts to casually hum as she works. Like me, she's clearly eager to see what this new iteration of “FarFetch” can do. But before that, we need to find out why the malfunction happened. Did one of the Kelon cylinders overload? Was it a bad connection? A short circuit? I'll get her a milkshake in the mess when she's finished. And with all the ruckus that the test caused, I'll probably have to buy Bash a pint when he gets back from his trip. It's the least I can do after burning his beard."
018da8b3-9fa4-be1b-069f-294d9a46791d,ALT_COREKS_B_AX_23_C,Spell,"Kelon Burst",,"There's an enduring legend in the Suspira quarries: the existence of another type of Kelon.",,,"The Operator faces me, juggling with his Construct, as I grip my own module tightly in my hand. This duel tests our ability to manipulate our artifacts, to combine and create things quickly enough to counter our opponent's attacks. But most importantly, I need to sense what he is creating so I can react accordingly. My heart is beating so hard it feels like it will burst, even though my mind is trying to calm it down. I know the khyalo symbols, the shortcuts to use to create objects and Eidolons faster. Everything should go smoothly… But I know I'm outclassed by my opponent. What will matter most is how long I can hold on. The Operator activates his Construct, and I do the same. I'm as ready as I'll ever be…

His fingers dance around the Construct, and I try to guess what he's planning. The air becomes charged with ions. I feel a storm brewing. Instinctively, I create a lightning rod. Lightning suddenly strikes the rod and is deflected away, crackling. But he's already creating something new. This time he's constructing a net-thrower. The device materializes and launches its ropes. I manipulate my own Construct. I know I'm supposed to wait until he's summoned something and then react, but he's stronger than me. Gaining the upper hand might be the best defense… The circular saw that I create slices through the pile of ropes. The Operator's eyes suddenly widen when he sees the rail I've created on the ground. The saw advances in his direction, spitting sparks. He quickly unseals his Construct and expels a Kelon burst. The wave dematerializes my saw, and I stagger as the shockwave hits me. I see the Operator smile. I can't tell if that's a good or bad sign…"
